shape,z,posx,posy,scale,angle,thickness,energy,curveX,curveY,spread1,spread2,hue_bias,lightness_bias,texture
cloud,1509,21.58,35.4,94.57,309.71,5.11,0.35,-9.63,-1.21,215.28,154.51,57.78,-0.2,0.859
cloud,1510,18.86,26.26,35.0,296.51,8.68,0.417,15.29,23.12,132.34,31.62,-8.69,0.232,1.71
cloud,1511,85.1,83.75,142.05,300.27,3.7,0.584,11.36,-42.39,181.68,78.3,15.45,-0.276,1.609
blob,1512,21.4,14.88,91.57,229.12,5.04,0.98,36.61,64.73,137.49,189.85,-13.76,-0.123,2.2
blob,1513,28.63,34.27,123.21,210.63,12.8,0.35,32.69,3.24,235.09,25.0,78.97,0.219,1.694
stroke,1514,12.07,27.08,62.13,131.06,4.85,0.868,42.4,10.73,224.71,93.3,15.12,0.198,2.152
splatter,1515,16.43,39.98,67.44,167.46,8.44,0.689,-28.54,-11.83,60.0,154.12,88.24,-0.038,0.943
splatter,1516,54.94,80.03,121.88,258.92,11.81,0.657,-4.08,30.16,93.82,127.94,107.5,-0.143,3.908
blob,1517,18.42,21.87,77.92,208.62,5.98,0.683,-26.14,4.38,162.83,132.76,51.27,0.217,1.048
wave,1518,89.43,87.91,85.6,166.78,3.58,0.35,-30.22,-21.75,124.58,109.74,-34.58,0.151,1.442
cloud,1519,38.55,26.55,95.2,18.68,11.01,0.462,43.64,-14.29,94.85,110.94,24.16,0.019,0.574
wave,1520,25.59,21.01,85.11,355.61,4.01,0.35,7.54,-52.24,125.45,106.77,98.95,0.139,2.455
splatter,1521,82.55,88.24,35.0,153.5,8.47,0.764,-0.61,0.79,120.57,153.37,65.39,-0.163,1.384
splatter,1522,20.61,38.26,43.86,249.49,4.71,0.35,-32.64,9.35,147.09,145.48,75.19,-0.307,2.128
stroke,1523,82.82,70.28,84.05,51.69,11.91,0.698,-9.35,-19.53,130.23,117.31,-44.72,-0.029,0.947
cloud,1524,19.79,6.28,83.56,203.3,2.35,0.727,16.1,-8.36,101.77,107.67,18.84,0.154,0.5
cloud,1525,79.19,62.37,45.35,89.14,9.9,0.35,-11.1,10.71,141.71,125.22,88.37,0.306,4.176
spiral,1526,10.6,31.98,124.83,48.73,8.89,0.683,7.49,-23.99,248.8,57.46,32.38,-0.172,2.352
cloud,1527,94.52,74.79,93.34,238.6,10.7,0.798,14.64,21.84,177.26,133.24,54.5,-0.011,1.805
wave,1528,13.72,25.18,49.38,301.97,8.29,0.836,61.33,-1.69,77.73,64.98,64.88,-0.031,1.702
wave,1529,22.17,21.7,120.51,311.78,8.75,0.35,-12.5,28.04,193.16,146.43,-10.46,0.036,1.361
wave,1530,71.59,62.98,48.66,83.72,3.25,0.868,11.36,-11.35,223.79,38.39,-46.68,0.021,2.25
blob,1531,20.17,32.89,102.0,231.05,8.19,0.922,9.17,-20.67,135.19,62.1,120.0,0.145,0.81
blob,1532,24.31,26.57,103.82,330.58,10.67,0.538,-76.01,0.9,189.56,73.67,14.26,-0.0,2.312
spiral,1533,20.68,23.87,98.63,212.29,9.49,0.686,37.23,16.45,74.82,123.69,3.88,0.035,2.297
cloud,1534,24.04,16.15,78.13,202.61,8.92,0.837,46.5,45.77,193.61,91.68,40.2,0.184,0.81
cloud,1535,36.55,18.47,118.1,271.67,6.42,0.532,-10.2,-55.57,212.81,121.65,53.75,-0.007,1.411
stroke,1536,74.9,68.47,74.85,335.99,7.62,0.42,36.25,9.12,181.52,127.0,38.28,-0.031,1.518
cloud,1537,17.94,24.45,50.3,72.89,6.43,0.35,19.53,-31.82,188.08,131.11,75.1,0.126,3.386
wave,1538,16.36,18.88,37.24,290.75,7.73,0.812,20.9,-36.57,155.48,127.8,-31.16,-0.09,1.177
spiral,1539,68.21,66.66,117.17,153.67,6.52,0.848,-20.33,-41.89,151.61,61.63,25.54,0.01,1.432
stroke,1540,12.15,30.85,70.86,18.87,8.31,0.35,0.49,9.26,156.83,25.0,3.94,0.113,1.368
splatter,1541,77.78,78.67,140.68,300.45,6.16,0.753,-6.3,-37.11,241.1,103.93,14.34,0.25,1.37
cloud,1542,82.14,68.79,61.74,220.86,5.45,0.441,-3.9,39.89,232.08,62.09,11.94,-0.181,0.798
wave,1543,12.3,31.45,50.09,340.08,6.03,0.785,47.86,-17.34,186.99,63.13,62.44,0.193,2.213
cloud,1544,18.0,11.9,72.94,86.37,5.07,0.909,-14.09,-19.58,105.84,138.52,89.76,0.294,2.242
wave,1545,32.95,45.31,54.16,198.53,8.8,0.828,-5.98,-17.64,264.38,186.58,-88.12,0.253,3.049
stroke,1546,77.41,69.84,44.92,279.03,6.32,0.909,8.34,42.56,147.21,117.08,80.44,-0.2,3.552
splatter,1547,29.47,40.06,110.27,34.35,9.19,0.467,18.09,-23.81,217.88,90.97,-18.45,0.194,2.788
splatter,1548,75.16,78.65,112.45,291.42,11.33,0.63,-58.16,19.43,131.7,51.53,3.54,-0.246,1.35
stroke,1549,5.12,0.0,61.16,296.41,9.17,0.507,5.79,5.07,126.24,118.51,15.62,0.012,4.667
stroke,1550,22.83,19.39,91.22,71.86,6.47,0.462,-26.12,35.8,193.1,79.46,-39.3,0.45,1.089
cloud,1551,79.14,61.86,43.59,201.82,8.13,0.61,-2.05,-1.33,174.17,158.57,-8.1,-0.032,1.352
spiral,1552,77.64,73.85,79.67,192.79,3.04,0.35,25.3,1.21,60.0,103.28,35.98,-0.07,0.5
wave,1553,62.74,81.8,84.38,177.92,6.91,0.648,-24.98,-26.93,239.24,80.13,79.49,0.091,0.964
blob,1554,27.55,16.88,197.3,91.01,4.18,0.856,22.43,-50.36,96.45,117.27,23.11,0.127,2.559
stroke,1555,22.38,28.64,96.26,186.98,5.03,0.699,1.36,-9.26,170.61,87.48,-3.72,-0.245,1.628
wave,1556,12.73,38.64,35.0,115.36,8.36,0.366,-12.49,2.18,169.58,54.18,-85.54,0.093,1.204
cloud,1557,87.91,48.05,115.26,211.18,8.86,0.495,-16.57,6.23,202.54,99.64,85.17,0.296,1.539
spiral,1558,77.31,76.13,58.04,293.54,7.96,0.765,-76.57,-1.31,97.37,72.38,18.03,0.45,1.283
stroke,1559,8.89,14.23,73.16,113.19,5.82,0.35,-3.01,-2.75,60.0,96.23,58.04,-0.354,0.828
cloud,1560,26.74,24.84,152.43,309.76,7.94,0.555,15.15,-24.64,155.38,98.4,93.28,0.118,1.898
cloud,1561,22.43,38.82,75.44,284.69,8.82,0.453,31.1,-4.98,190.67,127.17,-21.89,0.132,0.536
wave,1562,30.72,19.87,100.35,159.44,7.54,0.552,9.44,-68.87,175.97,76.16,-12.18,0.006,1.79
splatter,1563,40.41,35.25,73.36,156.24,3.66,0.953,20.68,12.8,207.18,48.59,5.65,0.005,2.755
wave,1564,35.05,45.16,71.25,58.77,2.73,0.548,-6.82,-76.66,73.3,43.56,-34.74,0.152,3.037
splatter,1565,80.09,56.18,152.99,320.48,7.58,0.775,26.82,-3.62,171.35,84.88,19.21,0.275,2.466
blob,1566,17.33,20.53,53.37,114.13,9.7,0.929,-7.88,3.7,224.68,42.44,119.89,0.45,2.119
wave,1567,74.07,83.44,129.46,342.49,6.65,0.719,34.62,-17.39,137.89,108.9,-13.3,0.303,1.36
splatter,1568,76.19,84.1,83.87,153.12,6.22,0.812,-31.07,-1.35,182.88,113.11,-3.78,0.19,1.457
splatter,1569,80.32,78.47,85.43,181.72,6.71,0.742,47.36,35.74,183.67,174.21,83.46,0.221,0.828
cloud,1570,75.21,69.87,118.29,233.55,8.62,0.614,39.24,26.09,130.13,70.16,42.45,0.107,0.587
spiral,1571,86.11,62.32,59.22,112.06,7.41,0.799,48.87,12.73,172.32,76.17,-11.26,-0.07,1.102
wave,1572,26.66,29.67,78.29,165.98,10.2,0.892,-2.46,2.4,98.18,64.51,119.97,-0.348,0.65
wave,1573,20.28,21.2,44.2,322.48,10.96,0.53,0.13,16.96,176.8,25.0,82.39,-0.101,1.548
wave,1574,75.07,65.03,76.99,44.54,5.93,0.534,-10.54,-1.5,220.95,118.13,30.27,0.185,0.716
stroke,1575,68.62,83.92,48.2,313.38,8.8,0.533,-10.45,42.99,128.89,76.67,-81.95,-0.08,1.173
wave,1576,35.48,14.69,89.62,138.27,4.54,0.558,35.94,-3.62,213.11,111.98,20.38,-0.03,0.636
spiral,1577,88.05,75.87,101.07,131.36,8.54,0.647,37.32,-16.75,163.5,139.85,-27.49,-0.098,1.92
cloud,1578,20.73,35.26,53.9,307.16,9.31,0.73,9.86,-20.09,174.51,92.29,45.96,-0.264,1.346
cloud,1579,24.27,26.78,131.75,9.62,9.56,0.909,-26.06,4.27,141.4,143.32,-0.95,0.021,1.89
stroke,1580,8.34,33.52,54.76,357.71,5.13,0.742,-13.13,5.48,202.81,126.71,6.92,-0.243,0.732
stroke,1581,75.24,72.25,101.48,242.47,6.5,0.664,11.34,-24.21,196.76,139.75,32.23,0.261,2.813
wave,1582,24.12,33.72,140.79,212.55,12.2,0.773,-35.85,2.81,180.72,83.14,51.87,-0.072,1.485
wave,1583,23.06,16.18,48.61,109.74,7.47,0.737,52.85,-22.66,232.6,100.21,120.0,-0.125,1.493
cloud,1584,76.64,54.88,35.0,8.08,11.36,0.787,-49.06,38.87,144.87,177.22,13.35,-0.105,1.948
wave,1585,81.8,75.09,66.85,102.2,10.54,0.35,2.87,-28.29,194.34,137.11,5.54,-0.162,1.768
spiral,1586,61.71,88.05,77.42,38.14,8.34,0.828,-12.05,24.76,150.01,44.84,-12.01,0.118,1.844
cloud,1587,4.62,35.56,77.67,326.25,5.45,0.903,61.38,3.74,229.2,25.0,44.84,-0.03,1.322
splatter,1588,16.64,28.81,74.81,239.14,8.76,0.415,-13.29,4.92,207.17,106.76,67.65,-0.317,1.103
wave,1589,23.72,35.43,107.03,109.31,5.91,0.564,26.81,3.65,202.55,96.82,20.71,0.014,0.5
stroke,1590,16.63,16.67,73.05,303.16,7.73,0.906,10.77,25.11,154.31,170.71,35.89,-0.018,2.104
cloud,1591,22.76,31.74,154.64,248.99,4.15,0.35,18.78,-3.28,177.11,28.66,-43.47,0.32,0.882
spiral,1592,89.24,69.75,52.8,283.41,7.99,0.846,-31.1,1.25,178.24,127.88,35.66,-0.028,0.898
splatter,1593,84.6,76.16,35.0,185.6,6.39,0.928,15.96,15.47,177.35,41.6,51.76,0.156,1.119
stroke,1594,18.7,48.5,78.08,57.46,11.98,0.881,-6.81,25.03,156.6,103.85,2.05,-0.22,1.988
blob,1595,12.48,22.93,192.94,118.88,10.7,0.69,54.25,-41.97,112.11,91.75,16.64,0.113,1.127
cloud,1596,68.5,63.09,103.21,20.73,14.74,0.35,2.3,-18.46,230.89,77.04,86.76,0.269,1.507
spiral,1597,70.52,78.82,71.54,122.54,5.32,0.54,-24.26,-12.95,248.72,115.44,64.91,0.152,0.5
cloud,1598,78.41,58.53,175.27,20.81,6.67,0.709,4.31,-46.82,92.15,43.82,-56.26,-0.114,1.852
splatter,1599,93.08,65.75,112.5,117.01,9.09,0.84,4.85,6.24,138.78,96.12,56.16,-0.187,2.583
blob,1600,23.86,36.29,91.79,256.17,8.61,0.896,5.03,-39.74,156.55,81.89,1.53,-0.2,1.814
wave,1601,94.48,69.07,86.97,309.12,4.64,0.673,-24.65,-13.6,183.01,126.25,78.73,0.449,1.421
splatter,1602,71.47,71.24,180.99,1.84,5.92,0.805,-32.06,-1.42,116.31,65.19,-4.31,-0.22,0.904
spiral,1603,15.89,28.76,220.0,237.84,8.02,0.385,-25.99,-35.14,238.42,162.84,25.65,0.193,2.095
stroke,1604,20.63,25.69,113.56,213.84,9.34,0.737,-23.46,-7.29,222.94,127.35,-25.47,-0.243,2.191
blob,1605,23.04,25.46,53.44,247.03,13.71,0.82,-30.86,-22.06,184.9,64.75,23.23,-0.18,1.626
blob,1606,34.12,35.29,64.05,30.91,6.6,0.915,9.84,14.79,166.66,149.76,6.79,0.001,0.993
blob,1607,15.57,24.36,130.78,118.53,7.41,0.655,49.69,-5.9,104.97,109.6,-41.05,0.045,2.451
spiral,1608,87.73,69.41,92.88,274.3,8.87,0.759,-14.26,-10.04,264.5,40.63,11.89,0.4,0.713
splatter,1609,20.45,37.58,35.0,103.3,10.0,0.592,47.48,17.91,112.9,155.62,35.02,-0.104,0.681
spiral,1610,30.0,40.64,111.27,106.38,9.21,0.963,32.05,-33.88,238.0,85.94,68.07,-0.261,1.847
stroke,1611,24.12,38.34,73.28,241.79,6.26,0.675,48.11,-3.46,133.13,77.45,50.01,0.152,1.48
splatter,1612,18.66,31.51,56.41,106.71,5.16,0.922,9.88,-14.85,225.95,25.0,9.06,-0.176,0.573
wave,1613,80.65,62.12,120.73,356.74,5.55,0.809,-23.97,4.36,170.47,25.0,38.41,-0.29,1.109
blob,1614,15.9,27.15,157.66,38.19,11.32,0.646,-0.2,-2.94,138.35,149.13,24.16,-0.123,1.269
wave,1615,18.91,38.63,61.6,156.87,10.86,0.58,0.83,2.23,189.3,182.17,29.22,0.191,2.746
wave,1616,7.52,21.82,86.33,249.64,6.36,0.659,-0.01,-56.28,188.64,56.74,5.89,-0.014,0.581
stroke,1617,20.59,50.43,88.72,133.5,7.07,0.852,27.54,17.9,148.78,154.62,13.32,0.048,1.286
stroke,1618,86.26,82.57,69.19,172.42,10.24,0.926,-54.17,-44.61,168.27,25.0,-23.5,-0.151,2.049
wave,1619,78.72,73.18,47.98,179.07,4.81,0.687,-41.76,12.96,160.16,125.68,57.25,0.401,0.5
stroke,1620,18.71,27.17,70.75,351.81,4.92,0.821,9.69,-60.12,147.03,98.76,-12.28,0.235,0.911
stroke,1621,27.95,36.87,128.38,64.35,7.96,0.76,41.86,36.91,123.22,153.14,17.85,-0.063,1.199
spiral,1622,26.7,33.89,77.68,63.57,9.17,0.366,-20.04,-37.51,187.33,117.85,-37.98,0.198,0.5
cloud,1623,78.74,67.46,41.95,253.43,8.48,0.437,-27.79,-41.07,175.82,129.94,20.21,0.16,1.331
spiral,1624,17.24,32.82,102.15,190.48,9.25,0.576,-11.4,2.89,263.15,133.29,40.35,-0.091,1.499
splatter,1625,72.51,73.12,72.23,143.42,3.3,0.554,46.4,19.06,107.47,87.33,97.55,0.102,0.616
stroke,1626,80.77,75.21,56.6,344.0,10.64,0.633,24.71,-5.63,179.24,66.24,45.63,0.45,3.679
wave,1627,21.11,44.73,88.2,40.68,11.14,0.769,-4.53,-41.64,196.42,90.43,35.52,0.171,2.201
cloud,1628,79.2,69.75,142.69,17.13,6.8,0.396,6.05,24.23,142.44,141.83,-27.12,0.248,0.605
blob,1629,69.64,64.14,120.0,185.26,10.19,0.572,-15.03,-18.55,191.56,136.13,82.34,-0.003,1.143
splatter,1630,76.19,66.14,52.77,39.78,4.68,0.726,-23.54,3.14,60.0,51.78,-6.13,0.17,1.222
stroke,1631,29.2,27.88,61.27,9.11,12.29,0.953,-112.12,-18.06,98.78,143.59,11.6,-0.044,1.073
stroke,1632,16.59,19.56,79.83,181.71,6.06,0.851,-9.54,-34.56,271.83,109.9,38.66,0.27,2.473
spiral,1633,17.61,16.53,80.7,171.14,6.43,0.834,-29.5,12.46,115.96,69.66,0.25,0.026,0.518
stroke,1634,18.36,28.01,113.48,37.08,4.0,0.35,33.07,-21.82,201.05,86.9,51.62,0.007,0.5
blob,1635,28.66,20.2,219.42,314.24,9.36,0.762,-19.0,-24.59,159.87,131.24,-15.93,-0.033,1.115
stroke,1636,74.59,70.14,45.89,319.71,4.71,0.78,25.07,44.89,179.73,69.44,56.94,-0.249,1.085
blob,1637,78.26,86.86,97.93,39.96,10.95,0.853,-23.59,-30.26,86.42,115.01,31.1,-0.019,1.305
splatter,1638,89.69,73.76,87.52,228.18,12.35,0.588,-0.51,15.83,192.28,188.8,58.95,-0.022,1.815
blob,1639,16.13,30.31,43.51,61.79,2.43,0.443,-34.35,5.59,163.87,173.27,44.62,-0.082,1.705
spiral,1640,83.47,75.77,43.66,272.34,9.96,0.938,-22.27,12.74,68.17,117.84,-3.37,-0.116,2.702
spiral,1641,81.33,67.46,132.42,94.31,11.23,0.884,-40.26,-53.13,184.99,136.4,13.22,0.159,0.958
splatter,1642,18.87,25.39,58.75,329.56,10.69,0.829,55.26,7.35,101.63,142.91,8.0,0.45,3.471
splatter,1643,87.87,66.63,90.68,348.7,9.66,0.487,0.83,16.43,153.33,90.04,-37.26,-0.355,1.769
splatter,1644,71.54,77.75,54.46,252.04,7.21,0.762,-44.39,-64.59,87.46,91.76,50.31,0.287,3.504
wave,1645,24.48,23.66,118.69,133.19,8.16,0.35,-9.19,30.57,60.0,92.11,-20.14,0.268,0.797
cloud,1646,14.58,35.73,48.27,178.98,4.64,0.585,-24.59,57.01,257.28,62.01,4.14,0.107,1.936
spiral,1647,17.95,13.71,94.61,230.75,8.02,0.694,-42.56,-19.95,133.26,97.38,-3.68,0.008,0.873
splatter,1648,71.55,70.76,98.83,160.97,8.9,0.436,-27.94,-10.48,154.22,111.97,-24.8,0.026,1.977
stroke,1649,89.49,75.4,38.82,300.36,8.84,0.91,-5.16,-15.26,201.75,148.74,66.9,-0.02,1.367
wave,1650,23.34,39.12,48.16,287.36,9.3,0.908,-0.32,-5.34,188.93,66.29,63.3,0.294,2.626
spiral,1651,19.14,30.05,125.08,120.81,5.39,0.783,8.46,-6.45,78.85,134.12,120.0,-0.38,0.78
wave,1652,95.17,95.07,99.4,255.09,2.23,0.578,8.99,-19.32,148.81,25.0,27.79,-0.45,0.83
blob,1653,21.96,39.03,84.51,250.08,11.77,0.651,7.44,-35.22,198.43,107.45,100.33,0.45,1.637
wave,1654,11.75,11.09,125.2,55.43,5.65,0.883,12.73,-16.61,155.85,124.14,40.95,0.371,2.665
spiral,1655,86.87,76.32,142.01,260.88,7.59,0.665,3.8,30.21,87.19,58.75,36.74,0.047,2.748
stroke,1656,34.6,22.77,79.98,67.72,10.89,0.739,0.23,11.15,177.19,49.24,118.93,0.283,0.849
wave,1657,15.82,30.45,66.44,359.27,9.52,0.35,-12.96,-14.97,155.59,69.27,6.82,-0.146,0.946
splatter,1658,98.18,72.24,77.27,40.33,6.33,0.98,-45.97,-5.34,119.3,163.34,11.79,0.244,0.766
cloud,1659,82.86,70.95,41.2,170.79,5.03,0.747,-41.99,70.38,188.07,132.9,-6.68,-0.074,1.098
splatter,1660,82.55,77.87,76.07,30.72,9.36,0.744,-1.11,-10.18,232.64,97.32,60.98,0.434,2.356
cloud,1661,85.63,75.72,170.2,335.63,2.96,0.35,-3.64,4.92,140.43,45.31,-119.58,0.213,0.981
wave,1662,20.4,28.75,96.58,140.46,9.65,0.943,11.93,-33.81,193.91,101.91,120.0,0.243,1.449
splatter,1663,17.0,25.8,86.23,73.08,7.38,0.632,7.13,-19.94,172.13,163.41,26.73,0.278,1.547
stroke,1664,78.25,65.01,77.75,235.24,6.53,0.893,23.6,2.06,264.67,44.79,-26.07,0.173,1.073
stroke,1665,84.13,69.91,95.68,25.57,8.66,0.375,-6.08,5.56,190.02,48.47,56.92,-0.067,0.81
wave,1666,89.95,79.54,87.03,39.93,8.05,0.895,2.97,-20.59,106.08,117.35,-36.44,0.307,2.663
wave,1667,72.08,61.55,97.83,95.1,8.2,0.773,58.24,5.35,175.54,220.0,70.84,-0.036,3.945
splatter,1668,18.9,18.31,64.51,88.76,6.59,0.705,-8.88,-13.24,110.58,77.12,-16.37,-0.254,1.472
spiral,1669,20.63,26.83,72.22,319.7,10.87,0.491,2.87,-18.96,232.13,54.8,10.86,-0.131,2.677
stroke,1670,74.84,80.72,76.02,305.21,8.83,0.808,-27.37,3.98,104.51,90.49,52.4,0.039,1.201
splatter,1671,86.35,65.7,57.3,301.35,8.29,0.507,13.86,-4.22,214.16,75.81,-25.36,-0.016,1.07
cloud,1672,6.45,28.12,46.07,343.44,2.96,0.541,-50.75,-42.72,106.6,145.02,72.2,-0.013,2.657
splatter,1673,17.83,21.7,89.72,125.6,5.72,0.932,-8.93,14.83,157.85,135.42,55.53,0.151,1.921
spiral,1674,81.41,90.35,74.62,136.2,7.65,0.781,-39.48,-38.3,164.52,107.65,-53.7,0.45,2.007
blob,1675,83.01,80.98,124.91,67.85,7.68,0.35,24.58,15.14,145.17,113.63,-10.67,0.45,2.584
wave,1676,83.49,82.56,78.83,216.37,7.77,0.584,-42.04,-7.99,191.56,66.12,18.4,0.133,1.353
cloud,1677,77.69,91.24,63.58,282.26,8.52,0.53,49.35,31.44,178.99,109.01,65.25,0.173,0.904
stroke,1678,22.18,33.82,76.22,175.52,9.97,0.818,-24.51,38.1,188.59,87.81,-17.18,-0.408,2.049
wave,1679,24.38,46.68,65.65,318.79,4.38,0.699,-2.03,-71.68,115.33,119.44,-13.75,0.234,1.174
stroke,1680,21.78,38.55,61.09,31.46,7.4,0.67,8.97,-37.36,133.34,106.12,102.26,-0.325,1.866
stroke,1681,73.19,71.34,138.02,3.01,2.51,0.788,7.22,4.3,152.91,127.75,-22.88,0.095,2.63
splatter,1682,31.1,31.17,77.76,176.25,9.49,0.429,-35.89,-30.21,220.96,56.54,120.0,-0.195,4.302
wave,1683,40.19,19.51,108.7,71.5,2.0,0.507,-60.61,-24.83,187.01,132.63,17.63,-0.004,1.976
blob,1684,36.06,31.94,114.21,191.98,5.64,0.35,16.63,11.51,181.12,106.89,119.34,-0.024,0.576
wave,1685,82.04,75.66,96.88,271.83,8.46,0.523,2.59,-2.61,194.46,65.8,38.06,-0.363,0.5
cloud,1686,17.85,42.61,98.5,195.47,8.42,0.371,-7.74,7.82,192.47,100.03,-9.74,0.115,0.941
splatter,1687,25.06,20.51,112.74,291.86,10.99,0.455,-8.04,8.88,107.46,119.19,-23.83,0.215,0.987
stroke,1688,23.56,26.63,43.21,111.18,10.41,0.79,-42.47,-4.41,173.15,25.0,58.35,0.282,2.005
stroke,1689,20.95,46.24,93.11,40.05,8.08,0.634,20.69,20.79,222.72,89.59,29.19,0.327,3.907
splatter,1690,27.07,48.06,114.33,72.41,6.76,0.35,-38.1,-25.98,206.91,36.87,-6.36,0.245,0.815
spiral,1691,24.93,9.82,56.66,30.15,8.89,0.687,14.12,-22.23,153.78,92.52,-32.66,0.124,1.686
stroke,1692,35.35,34.78,122.47,170.36,9.37,0.533,-11.97,-51.22,190.51,146.42,7.93,0.159,1.121
splatter,1693,79.02,74.4,135.61,124.7,8.43,0.852,-29.35,-21.72,168.09,25.0,120.0,0.167,1.128
wave,1694,10.08,31.62,126.26,35.28,9.75,0.92,-28.35,60.66,134.43,119.8,15.74,0.099,0.801
cloud,1695,73.82,72.22,35.0,340.95,5.12,0.871,10.82,-36.43,134.71,78.17,83.13,-0.109,1.103
cloud,1696,84.71,83.97,69.87,268.21,5.16,0.599,18.45,14.0,60.0,108.24,15.93,-0.124,0.755
splatter,1697,98.42,58.96,140.44,119.05,5.76,0.75,2.37,-15.26,246.72,91.21,71.59,0.165,2.715
wave,1698,32.08,22.6,140.75,137.21,11.71,0.479,19.46,1.64,121.77,122.08,29.47,-0.138,2.168
splatter,1699,73.83,69.28,55.43,163.84,5.37,0.35,-35.09,27.56,156.18,112.91,72.45,0.073,1.822
stroke,1700,16.12,34.44,74.82,12.75,10.16,0.831,10.97,14.19,210.29,177.0,49.07,0.273,1.424
spiral,1701,11.36,28.02,90.8,65.84,8.01,0.508,58.84,-20.97,156.21,89.42,46.97,0.317,1.602
splatter,1702,64.06,60.14,76.63,43.56,5.6,0.635,-8.07,7.44,121.94,39.79,73.59,0.329,2.003
spiral,1703,27.53,40.4,97.68,334.54,8.15,0.703,32.74,10.9,216.47,149.29,38.21,-0.26,2.336
spiral,1704,76.27,68.64,51.09,248.85,12.19,0.741,3.05,-58.84,140.54,58.71,33.96,0.355,1.058
wave,1705,84.73,60.21,122.89,7.05,7.61,0.35,20.84,-24.1,109.35,171.67,-6.84,-0.156,0.894
splatter,1706,19.21,24.36,61.16,187.82,12.94,0.75,-15.47,-1.18,132.09,145.24,-33.09,0.45,5.5
wave,1707,95.75,67.63,80.83,18.7,5.77,0.694,-11.63,28.01,246.12,80.78,-10.42,0.322,1.937
cloud,1708,19.27,32.77,35.0,87.13,6.22,0.35,-33.04,-2.85,155.88,120.02,43.14,0.014,0.731
wave,1709,80.12,76.04,38.05,137.18,6.24,0.947,26.13,24.01,207.53,56.66,11.81,0.105,1.214
cloud,1710,20.77,16.83,62.38,153.28,7.28,0.647,17.43,0.91,92.63,102.94,49.73,0.389,0.901
wave,1711,9.26,12.82,35.0,307.09,8.38,0.98,19.92,-30.07,173.74,66.39,57.33,0.088,0.767
stroke,1712,21.08,28.41,105.83,55.65,11.56,0.788,-12.42,6.77,134.68,126.91,5.93,0.239,1.094
stroke,1713,27.0,6.94,72.59,327.71,7.52,0.35,-15.84,0.27,134.58,82.06,56.47,0.338,1.877
blob,1714,21.5,46.04,142.69,63.27,11.73,0.469,11.89,-4.21,208.87,62.8,-27.1,0.239,1.507
splatter,1715,78.93,76.14,143.33,257.65,7.37,0.858,21.5,9.22,168.79,132.65,44.2,-0.143,0.986
stroke,1716,73.22,68.79,111.08,36.33,6.73,0.733,19.03,-22.3,199.42,25.0,-16.98,0.45,4.687
stroke,1717,77.18,80.52,42.3,140.45,2.0,0.35,48.29,-19.09,238.13,99.65,63.71,-0.117,0.638
spiral,1718,79.9,69.15,83.94,65.17,6.39,0.625,80.1,-9.93,149.37,87.66,15.84,-0.083,3.535
splatter,1719,18.23,24.44,64.8,283.01,8.67,0.675,-17.64,-8.07,247.09,146.67,36.48,-0.388,0.848
stroke,1720,84.55,72.14,60.81,309.19,12.22,0.584,-50.28,-52.12,256.97,53.82,-11.94,0.195,2.715
splatter,1721,87.15,75.32,77.95,346.15,7.75,0.591,-18.79,8.78,75.65,65.41,-0.4,0.101,2.485
cloud,1722,74.65,59.78,51.71,263.45,9.98,0.703,25.6,4.63,118.24,33.02,14.92,-0.02,0.577
cloud,1723,11.61,11.86,73.79,296.43,2.72,0.544,15.78,-19.03,320.0,128.67,-48.94,0.058,1.651
spiral,1724,72.59,81.9,79.11,94.46,4.0,0.85,-31.27,10.97,182.93,93.1,86.58,0.014,1.949
wave,1725,71.32,54.66,98.66,343.04,6.13,0.378,2.75,21.03,198.68,163.69,118.17,0.123,1.026
wave,1726,75.11,66.84,153.08,43.8,6.18,0.498,9.67,48.68,148.61,86.16,6.87,-0.213,2.55
wave,1727,80.62,85.07,56.83,84.29,7.7,0.861,54.05,-6.73,169.69,133.99,59.24,-0.029,3.131
cloud,1728,74.1,61.98,53.77,211.15,5.32,0.416,12.67,26.14,114.64,93.32,35.76,0.258,1.083
splatter,1729,83.06,57.5,52.5,359.11,7.63,0.891,-9.34,-0.07,119.67,133.52,53.74,0.17,0.911
cloud,1730,13.62,29.53,42.83,94.26,6.46,0.35,8.67,4.68,212.67,100.24,42.9,-0.207,1.889
wave,1731,70.72,66.81,69.76,182.54,7.76,0.946,-33.81,11.69,202.53,66.79,120.0,0.136,1.776
spiral,1732,24.61,29.75,55.04,238.31,7.73,0.752,-29.91,56.14,230.39,107.08,-27.15,-0.196,0.594
splatter,1733,16.38,8.03,39.58,161.14,9.07,0.706,6.06,36.49,186.5,68.31,2.49,-0.241,2.094
stroke,1734,25.77,20.49,36.76,169.29,7.51,0.861,37.03,-0.8,142.02,140.78,33.11,0.021,1.681
spiral,1735,19.81,19.37,74.16,327.12,6.8,0.812,15.87,-36.44,122.47,79.3,39.56,0.121,2.101
cloud,1736,67.31,78.23,71.92,79.43,11.53,0.35,-9.48,9.53,146.5,64.45,-16.83,0.45,2.186
splatter,1737,18.96,40.0,110.74,246.92,7.09,0.67,-24.37,-30.28,187.42,46.8,73.5,0.09,2.061
stroke,1738,64.49,72.43,81.31,265.85,7.28,0.493,-26.38,16.65,75.56,137.04,20.69,0.323,1.579
